species_name,SRA_run_accession,tissue,gene,count,refseq_id,Q1,Median,Q3,binary_count,n_total_samples,n_expressed_samples,percent_expressed
naked mole rat,SRR5517344,pituitary,Sox3,45,XP_004862358.1,1.5,28,387,1,26,22,0.846153846153846
naked mole rat,SRR5517344,pituitary,Tbx1,105,XP_021112709.1,1.5,28,387,1,26,15,0.576923076923077
naked mole rat,SRR5517345,hypothalamus,Comp,60,XP_004873449.2,1.5,41,490,1,30,15,0.5
naked mole rat,SRR5517345,hypothalamus,Foxl2,7,XP_004834389.1,1.5,41,490,0,30,2,0.0666666666666667
naked mole rat,SRR5517345,hypothalamus,Ppp2r2a,301,XP_021116966.1,1.5,41,490,1,30,30,1
naked mole rat,SRR5517345,hypothalamus,Ppp2r2b,769,XP_004854409.1,1.5,41,490,1,30,30,1
naked mole rat,SRR5517345,hypothalamus,Ppp2r2c,2057,XP_004847376.1,1.5,41,490,1,30,30,1
naked mole rat,SRR5517345,hypothalamus,Ppp2r2d,373,XP_021108913.1,1.5,41,490,1,30,30,1
naked mole rat,SRR5517345,hypothalamus,Prdm12,16,XP_004849163.1,1.5,41,490,0,30,11,0.366666666666667
naked mole rat,SRR5517345,hypothalamus,Sox3,106,XP_004862358.1,1.5,41,490,1,30,30,1
naked mole rat,SRR5517345,hypothalamus,Tbx1,20,XP_021112709.1,1.5,41,490,0,30,2,0.0666666666666667
naked mole rat,SRR5517346,cerebellum,Comp,422,XP_004873449.2,0,28,459,1,25,25,1
naked mole rat,SRR5517346,cerebellum,Foxl2,6,XP_004834389.1,0,28,459,0,25,2,0.08
naked mole rat,SRR5517346,cerebellum,Ppp2r2a,211,XP_021116966.1,0,28,459,1,25,25,1
naked mole rat,SRR5517346,cerebellum,Ppp2r2b,384,XP_004854409.1,0,28,459,1,25,25,1
naked mole rat,SRR5517346,cerebellum,Ppp2r2c,2311,XP_004847376.1,0,28,459,1,25,25,1
naked mole rat,SRR5517346,cerebellum,Ppp2r2d,495,XP_021108913.1,0,28,459,1,25,25,1
naked mole rat,SRR5517346,cerebellum,Prdm12,6,XP_004849163.1,0,28,459,0,25,2,0.08
naked mole rat,SRR5517346,cerebellum,Sox3,10,XP_004862358.1,0,28,459,0,25,3,0.12
naked mole rat,SRR5517346,cerebellum,Tbx1,9,XP_021112709.1,0,28,459,0,25,2,0.08
naked mole rat,SRR5517347,pituitary,Comp,57,XP_004873449.2,1.5,35,422,1,26,10,0.384615384615385
naked mole rat,SRR5517347,pituitary,Foxl2,137,XP_004834389.1,1.5,35,422,1,26,26,1
naked mole rat,SRR5517347,pituitary,Ppp2r2a,172,XP_021116966.1,1.5,35,422,1,26,26,1
naked mole rat,SRR5517347,pituitary,Ppp2r2b,415,XP_004854409.1,1.5,35,422,1,26,26,1
naked mole rat,SRR5517347,pituitary,Ppp2r2c,407,XP_004847376.1,1.5,35,422,1,26,26,1
naked mole rat,SRR5517347,pituitary,Ppp2r2d,345,XP_021108913.1,1.5,35,422,1,26,26,1
naked mole rat,SRR5517347,pituitary,Prdm12,5,XP_004849163.1,1.5,35,422,0,26,2,0.0769230769230769
naked mole rat,SRR5517347,pituitary,Sox3,87,XP_004862358.1,1.5,35,422,1,26,22,0.846153846153846
naked mole rat,SRR5517347,pituitary,Tbx1,62,XP_021112709.1,1.5,35,422,1,26,15,0.576923076923077
naked mole rat,SRR5517348,hypothalamus,Comp,62,XP_004873449.2,1.5,47,590,1,30,15,0.5
naked mole rat,SRR5517348,hypothalamus,Foxl2,8,XP_004834389.1,1.5,47,590,0,30,2,0.0666666666666667
naked mole rat,SRR5517348,hypothalamus,Ppp2r2a,364,XP_021116966.1,1.5,47,590,1,30,30,1
naked mole rat,SRR5517348,hypothalamus,Ppp2r2b,985,XP_004854409.1,1.5,47,590,1,30,30,1
naked mole rat,SRR5517348,hypothalamus,Ppp2r2c,2183,XP_004847376.1,1.5,47,590,1,30,30,1
naked mole rat,SRR5517348,hypothalamus,Ppp2r2d,497,XP_021108913.1,1.5,47,590,1,30,30,1
naked mole rat,SRR5517348,hypothalamus,Prdm12,40,XP_004849163.1,1.5,47,590,0,30,11,0.366666666666667
naked mole rat,SRR5517348,hypothalamus,Sox3,152,XP_004862358.1,1.5,47,590,1,30,30,1
naked mole rat,SRR5517348,hypothalamus,Tbx1,14,XP_021112709.1,1.5,47,590,0,30,2,0.0666666666666667
naked mole rat,SRR5517349,cerebellum,Comp,400,XP_004873449.2,0,27,422,1,25,25,1
naked mole rat,SRR5517349,cerebellum,Foxl2,10,XP_004834389.1,0,27,422,0,25,2,0.08
naked mole rat,SRR5517349,cerebellum,Ppp2r2a,198,XP_021116966.1,0,27,422,1,25,25,1
naked mole rat,SRR5517349,cerebellum,Ppp2r2b,389,XP_004854409.1,0,27,422,1,25,25,1
naked mole rat,SRR5517349,cerebellum,Ppp2r2c,2125,XP_004847376.1,0,27,422,1,25,25,1
naked mole rat,SRR5517349,cerebellum,Ppp2r2d,452,XP_021108913.1,0,27,422,1,25,25,1
naked mole rat,SRR5517349,cerebellum,Prdm12,4,XP_004849163.1,0,27,422,0,25,2,0.08
naked mole rat,SRR5517349,cerebellum,Sox3,12,XP_004862358.1,0,27,422,0,25,3,0.12
naked mole rat,SRR5517349,cerebellum,Tbx1,8,XP_021112709.1,0,27,422,0,25,2,0.08
naked mole rat,SRR5517350,pituitary,Comp,38,XP_004873449.2,1.5,42,488,0,26,10,0.384615384615385
naked mole rat,SRR5517350,pituitary,Foxl2,203,XP_004834389.1,1.5,42,488,1,26,26,1
naked mole rat,SRR5517350,pituitary,Ppp2r2a,188,XP_021116966.1,1.5,42,488,1,26,26,1
naked mole rat,SRR5517350,pituitary,Ppp2r2b,433,XP_004854409.1,1.5,42,488,1,26,26,1
naked mole rat,SRR5517350,pituitary,Ppp2r2c,452,XP_004847376.1,1.5,42,488,1,26,26,1
naked mole rat,SRR5517350,pituitary,Ppp2r2d,417,XP_021108913.1,1.5,42,488,1,26,26,1
naked mole rat,SRR5517350,pituitary,Prdm12,2,XP_004849163.1,1.5,42,488,0,26,2,0.0769230769230769
naked mole rat,SRR5517350,pituitary,Sox3,113,XP_004862358.1,1.5,42,488,1,26,22,0.846153846153846
naked mole rat,SRR5517350,pituitary,Tbx1,17,XP_021112709.1,1.5,42,488,0,26,15,0.576923076923077
naked mole rat,SRR5517351,hypothalamus,Comp,57,XP_004873449.2,1.5,37,482,1,30,15,0.5
naked mole rat,SRR5517351,hypothalamus,Foxl2,6,XP_004834389.1,1.5,37,482,0,30,2,0.0666666666666667
naked mole rat,SRR5517351,hypothalamus,Ppp2r2a,305,XP_021116966.1,1.5,37,482,1,30,30,1
naked mole rat,SRR5517351,hypothalamus,Ppp2r2b,886,XP_004854409.1,1.5,37,482,1,30,30,1
naked mole rat,SRR5517351,hypothalamus,Ppp2r2c,2044,XP_004847376.1,1.5,37,482,1,30,30,1
naked mole rat,SRR5517351,hypothalamus,Ppp2r2d,402,XP_021108913.1,1.5,37,482,1,30,30,1
naked mole rat,SRR5517351,hypothalamus,Prdm12,22,XP_004849163.1,1.5,37,482,0,30,11,0.366666666666667
naked mole rat,SRR5517351,hypothalamus,Sox3,84,XP_004862358.1,1.5,37,482,1,30,30,1
naked mole rat,SRR5517351,hypothalamus,Tbx1,18,XP_021112709.1,1.5,37,482,0,30,2,0.0666666666666667
naked mole rat,SRR5517352,cerebellum,Comp,471,XP_004873449.2,1.5,34,530,1,25,25,1
naked mole rat,SRR5517352,cerebellum,Foxl2,3,XP_004834389.1,1.5,34,530,0,25,2,0.08
naked mole rat,SRR5517352,cerebellum,Ppp2r2a,266,XP_021116966.1,1.5,34,530,1,25,25,1
naked mole rat,SRR5517352,cerebellum,Ppp2r2b,419,XP_004854409.1,1.5,34,530,1,25,25,1
naked mole rat,SRR5517352,cerebellum,Ppp2r2c,2531,XP_004847376.1,1.5,34,530,1,25,25,1
naked mole rat,SRR5517352,cerebellum,Ppp2r2d,576,XP_021108913.1,1.5,34,530,1,25,25,1
naked mole rat,SRR5517352,cerebellum,Prdm12,4,XP_004849163.1,1.5,34,530,0,25,2,0.08
naked mole rat,SRR5517352,cerebellum,Sox3,12,XP_004862358.1,1.5,34,530,0,25,3,0.12
naked mole rat,SRR5517352,cerebellum,Tbx1,5,XP_021112709.1,1.5,34,530,0,25,2,0.08
naked mole rat,SRR5517353,pituitary,Comp,36,XP_004873449.2,1.5,41,477,0,26,10,0.384615384615385
naked mole rat,SRR5517353,pituitary,Foxl2,173,XP_004834389.1,1.5,41,477,1,26,26,1
naked mole rat,SRR5517353,pituitary,Ppp2r2a,204,XP_021116966.1,1.5,41,477,1,26,26,1
naked mole rat,SRR5517353,pituitary,Ppp2r2b,380,XP_004854409.1,1.5,41,477,1,26,26,1
naked mole rat,SRR5517353,pituitary,Ppp2r2c,335,XP_004847376.1,1.5,41,477,1,26,26,1
naked mole rat,SRR5517353,pituitary,Ppp2r2d,403,XP_021108913.1,1.5,41,477,1,26,26,1
naked mole rat,SRR5517353,pituitary,Prdm12,2,XP_004849163.1,1.5,41,477,0,26,2,0.0769230769230769
naked mole rat,SRR5517353,pituitary,Sox3,110,XP_004862358.1,1.5,41,477,1,26,22,0.846153846153846
naked mole rat,SRR5517353,pituitary,Tbx1,38,XP_021112709.1,1.5,41,477,0,26,15,0.576923076923077
naked mole rat,SRR5517354,cerebellum,Comp,296,XP_004873449.2,1.5,34,474,1,25,25,1
naked mole rat,SRR5517354,cerebellum,Foxl2,9,XP_004834389.1,1.5,34,474,0,25,2,0.08
naked mole rat,SRR5517354,cerebellum,Ppp2r2a,223,XP_021116966.1,1.5,34,474,1,25,25,1
naked mole rat,SRR5517354,cerebellum,Ppp2r2b,357,XP_004854409.1,1.5,34,474,1,25,25,1
naked mole rat,SRR5517354,cerebellum,Ppp2r2c,2009,XP_004847376.1,1.5,34,474,1,25,25,1
naked mole rat,SRR5517354,cerebellum,Ppp2r2d,447,XP_021108913.1,1.5,34,474,1,25,25,1
naked mole rat,SRR5517354,cerebellum,Prdm12,7,XP_004849163.1,1.5,34,474,0,25,2,0.08
naked mole rat,SRR5517354,cerebellum,Sox3,13,XP_004862358.1,1.5,34,474,0,25,3,0.12
naked mole rat,SRR5517354,cerebellum,Tbx1,13,XP_021112709.1,1.5,34,474,0,25,2,0.08
naked mole rat,SRR5517355,pituitary,Comp,60,XP_004873449.2,1.5,49,586,1,26,10,0.384615384615385
naked mole rat,SRR5517355,pituitary,Foxl2,254,XP_004834389.1,1.5,49,586,1,26,26,1
naked mole rat,SRR5517355,pituitary,Ppp2r2a,228,XP_021116966.1,1.5,49,586,1,26,26,1
naked mole rat,SRR5517355,pituitary,Ppp2r2b,557,XP_004854409.1,1.5,49,586,1,26,26,1
naked mole rat,SRR5517355,pituitary,Ppp2r2c,759,XP_004847376.1,1.5,49,586,1,26,26,1
naked mole rat,SRR5517355,pituitary,Ppp2r2d,515,XP_021108913.1,1.5,49,586,1,26,26,1
naked mole rat,SRR5517355,pituitary,Prdm12,2,XP_004849163.1,1.5,49,586,0,26,2,0.0769230769230769
naked mole rat,SRR5517355,pituitary,Sox3,134,XP_004862358.1,1.5,49,586,1,26,22,0.846153846153846
naked mole rat,SRR5517355,pituitary,Tbx1,72,XP_021112709.1,1.5,49,586,1,26,15,0.576923076923077
naked mole rat,SRR5517356,hypothalamus,Comp,17,XP_004873449.2,1.5,29,378,0,30,15,0.5
naked mole rat,SRR5517356,hypothalamus,Foxl2,6,XP_004834389.1,1.5,29,378,0,30,2,0.0666666666666667
naked mole rat,SRR5517356,hypothalamus,Ppp2r2a,213,XP_021116966.1,1.5,29,378,1,30,30,1
naked mole rat,SRR5517356,hypothalamus,Ppp2r2b,749,XP_004854409.1,1.5,29,378,1,30,30,1
naked mole rat,SRR5517356,hypothalamus,Ppp2r2c,1554,XP_004847376.1,1.5,29,378,1,30,30,1
naked mole rat,SRR5517356,hypothalamus,Ppp2r2d,328,XP_021108913.1,1.5,29,378,1,30,30,1
naked mole rat,SRR5517356,hypothalamus,Prdm12,24,XP_004849163.1,1.5,29,378,0,30,11,0.366666666666667
naked mole rat,SRR5517356,hypothalamus,Sox3,74,XP_004862358.1,1.5,29,378,1,30,30,1
naked mole rat,SRR5517356,hypothalamus,Tbx1,4,XP_021112709.1,1.5,29,378,0,30,2,0.0666666666666667
naked mole rat,SRR5517357,cerebellum,Comp,223,XP_004873449.2,1.5,30,408,1,25,25,1
naked mole rat,SRR5517357,cerebellum,Foxl2,7,XP_004834389.1,1.5,30,408,0,25,2,0.08
naked mole rat,SRR5517357,cerebellum,Ppp2r2a,186,XP_021116966.1,1.5,30,408,1,25,25,1
naked mole rat,SRR5517357,cerebellum,Ppp2r2b,389,XP_004854409.1,1.5,30,408,1,25,25,1
naked mole rat,SRR5517357,cerebellum,Ppp2r2c,2165,XP_004847376.1,1.5,30,408,1,25,25,1
naked mole rat,SRR5517357,cerebellum,Ppp2r2d,381,XP_021108913.1,1.5,30,408,1,25,25,1
naked mole rat,SRR5517357,cerebellum,Prdm12,7,XP_004849163.1,1.5,30,408,0,25,2,0.08
naked mole rat,SRR5517357,cerebellum,Sox3,20,XP_004862358.1,1.5,30,408,0,25,3,0.12
naked mole rat,SRR5517357,cerebellum,Tbx1,8,XP_021112709.1,1.5,30,408,0,25,2,0.08
naked mole rat,SRR5517358,pituitary,Comp,14,XP_004873449.2,1.5,35,414,0,26,10,0.384615384615385
naked mole rat,SRR5517358,pituitary,Foxl2,88,XP_004834389.1,1.5,35,414,1,26,26,1
naked mole rat,SRR5517358,pituitary,Ppp2r2a,195,XP_021116966.1,1.5,35,414,1,26,26,1
naked mole rat,SRR5517358,pituitary,Ppp2r2b,254,XP_004854409.1,1.5,35,414,1,26,26,1
naked mole rat,SRR5517358,pituitary,Ppp2r2c,440,XP_004847376.1,1.5,35,414,1,26,26,1
naked mole rat,SRR5517358,pituitary,Ppp2r2d,400,XP_021108913.1,1.5,35,414,1,26,26,1
naked mole rat,SRR5517358,pituitary,Prdm12,1,XP_004849163.1,1.5,35,414,0,26,2,0.0769230769230769
naked mole rat,SRR5517358,pituitary,Sox3,47,XP_004862358.1,1.5,35,414,1,26,22,0.846153846153846
naked mole rat,SRR5517358,pituitary,Tbx1,31,XP_021112709.1,1.5,35,414,0,26,15,0.576923076923077
naked mole rat,SRR5517359,hypothalamus,Comp,48,XP_004873449.2,1.5,50,654,0,30,15,0.5
naked mole rat,SRR5517359,hypothalamus,Foxl2,3,XP_004834389.1,1.5,50,654,0,30,2,0.0666666666666667
naked mole rat,SRR5517359,hypothalamus,Ppp2r2a,440,XP_021116966.1,1.5,50,654,1,30,30,1
naked mole rat,SRR5517359,hypothalamus,Ppp2r2b,1181,XP_004854409.1,1.5,50,654,1,30,30,1
naked mole rat,SRR5517359,hypothalamus,Ppp2r2c,2269,XP_004847376.1,1.5,50,654,1,30,30,1
naked mole rat,SRR5517359,hypothalamus,Ppp2r2d,536,XP_021108913.1,1.5,50,654,1,30,30,1
naked mole rat,SRR5517359,hypothalamus,Prdm12,37,XP_004849163.1,1.5,50,654,0,30,11,0.366666666666667
naked mole rat,SRR5517359,hypothalamus,Sox3,207,XP_004862358.1,1.5,50,654,1,30,30,1
naked mole rat,SRR5517359,hypothalamus,Tbx1,19,XP_021112709.1,1.5,50,654,0,30,2,0.0666666666666667
naked mole rat,SRR5517360,cerebellum,Comp,46,XP_004873449.2,1.5,41,498,1,25,25,1
naked mole rat,SRR5517360,cerebellum,Foxl2,14,XP_004834389.1,1.5,41,498,0,25,2,0.08
naked mole rat,SRR5517360,cerebellum,Ppp2r2a,295,XP_021116966.1,1.5,41,498,1,25,25,1
naked mole rat,SRR5517360,cerebellum,Ppp2r2b,1170,XP_004854409.1,1.5,41,498,1,25,25,1
naked mole rat,SRR5517360,cerebellum,Ppp2r2c,2150,XP_004847376.1,1.5,41,498,1,25,25,1
naked mole rat,SRR5517360,cerebellum,Ppp2r2d,417,XP_021108913.1,1.5,41,498,1,25,25,1
naked mole rat,SRR5517360,cerebellum,Prdm12,5,XP_004849163.1,1.5,41,498,0,25,2,0.08
naked mole rat,SRR5517360,cerebellum,Sox3,61,XP_004862358.1,1.5,41,498,1,25,3,0.12
naked mole rat,SRR5517360,cerebellum,Tbx1,27,XP_021112709.1,1.5,41,498,0,25,2,0.08
naked mole rat,SRR5517361,pituitary,Comp,26,XP_004873449.2,1.5,36,434,0,26,10,0.384615384615385
naked mole rat,SRR5517361,pituitary,Foxl2,122,XP_004834389.1,1.5,36,434,1,26,26,1
naked mole rat,SRR5517361,pituitary,Ppp2r2a,206,XP_021116966.1,1.5,36,434,1,26,26,1
naked mole rat,SRR5517361,pituitary,Ppp2r2b,343,XP_004854409.1,1.5,36,434,1,26,26,1
naked mole rat,SRR5517361,pituitary,Ppp2r2c,364,XP_004847376.1,1.5,36,434,1,26,26,1
naked mole rat,SRR5517361,pituitary,Ppp2r2d,382,XP_021108913.1,1.5,36,434,1,26,26,1
naked mole rat,SRR5517361,pituitary,Prdm12,0,XP_004849163.1,1.5,36,434,0,26,2,0.0769230769230769
naked mole rat,SRR5517361,pituitary,Sox3,60,XP_004862358.1,1.5,36,434,1,26,22,0.846153846153846
naked mole rat,SRR5517361,pituitary,Tbx1,43,XP_021112709.1,1.5,36,434,1,26,15,0.576923076923077
naked mole rat,SRR5517362,hypothalamus,Comp,24,XP_004873449.2,1.5,40,531,0,30,15,0.5
naked mole rat,SRR5517362,hypothalamus,Foxl2,2,XP_004834389.1,1.5,40,531,0,30,2,0.0666666666666667
naked mole rat,SRR5517362,hypothalamus,Ppp2r2a,273,XP_021116966.1,1.5,40,531,1,30,30,1
naked mole rat,SRR5517362,hypothalamus,Ppp2r2b,976,XP_004854409.1,1.5,40,531,1,30,30,1
naked mole rat,SRR5517362,hypothalamus,Ppp2r2c,2018,XP_004847376.1,1.5,40,531,1,30,30,1
naked mole rat,SRR5517362,hypothalamus,Ppp2r2d,432,XP_021108913.1,1.5,40,531,1,30,30,1
naked mole rat,SRR5517362,hypothalamus,Prdm12,94,XP_004849163.1,1.5,40,531,1,30,11,0.366666666666667
naked mole rat,SRR5517362,hypothalamus,Sox3,146,XP_004862358.1,1.5,40,531,1,30,30,1
naked mole rat,SRR5517362,hypothalamus,Tbx1,9,XP_021112709.1,1.5,40,531,0,30,2,0.0666666666666667
naked mole rat,SRR5517363,cerebellum,Comp,288,XP_004873449.2,1.5,37,495,1,25,25,1
naked mole rat,SRR5517363,cerebellum,Foxl2,5,XP_004834389.1,1.5,37,495,0,25,2,0.08
naked mole rat,SRR5517363,cerebellum,Ppp2r2a,227,XP_021116966.1,1.5,37,495,1,25,25,1
naked mole rat,SRR5517363,cerebellum,Ppp2r2b,444,XP_004854409.1,1.5,37,495,1,25,25,1
naked mole rat,SRR5517363,cerebellum,Ppp2r2c,2338,XP_004847376.1,1.5,37,495,1,25,25,1
naked mole rat,SRR5517363,cerebellum,Ppp2r2d,492,XP_021108913.1,1.5,37,495,1,25,25,1
naked mole rat,SRR5517363,cerebellum,Prdm12,4,XP_004849163.1,1.5,37,495,0,25,2,0.08
naked mole rat,SRR5517363,cerebellum,Sox3,29,XP_004862358.1,1.5,37,495,0,25,3,0.12
naked mole rat,SRR5517363,cerebellum,Tbx1,10,XP_021112709.1,1.5,37,495,0,25,2,0.08
naked mole rat,SRR5517365,hypothalamus,Comp,37,XP_004873449.2,1.5,39,496,0,30,15,0.5
naked mole rat,SRR5517365,hypothalamus,Foxl2,6,XP_004834389.1,1.5,39,496,0,30,2,0.0666666666666667
naked mole rat,SRR5517365,hypothalamus,Ppp2r2a,299,XP_021116966.1,1.5,39,496,1,30,30,1
naked mole rat,SRR5517365,hypothalamus,Ppp2r2b,843,XP_004854409.1,1.5,39,496,1,30,30,1
naked mole rat,SRR5517365,hypothalamus,Ppp2r2c,1831,XP_004847376.1,1.5,39,496,1,30,30,1
naked mole rat,SRR5517365,hypothalamus,Ppp2r2d,433,XP_021108913.1,1.5,39,496,1,30,30,1
naked mole rat,SRR5517365,hypothalamus,Prdm12,21,XP_004849163.1,1.5,39,496,0,30,11,0.366666666666667
naked mole rat,SRR5517365,hypothalamus,Sox3,111,XP_004862358.1,1.5,39,496,1,30,30,1
naked mole rat,SRR5517365,hypothalamus,Tbx1,14,XP_021112709.1,1.5,39,496,0,30,2,0.0666666666666667
naked mole rat,SRR5517366,cerebellum,Comp,328,XP_004873449.2,1.5,36,510,1,25,25,1
naked mole rat,SRR5517366,cerebellum,Foxl2,9,XP_004834389.1,1.5,36,510,0,25,2,0.08
naked mole rat,SRR5517366,cerebellum,Ppp2r2a,264,XP_021116966.1,1.5,36,510,1,25,25,1
naked mole rat,SRR5517366,cerebellum,Ppp2r2b,353,XP_004854409.1,1.5,36,510,1,25,25,1
naked mole rat,SRR5517366,cerebellum,Ppp2r2c,2396,XP_004847376.1,1.5,36,510,1,25,25,1
naked mole rat,SRR5517366,cerebellum,Ppp2r2d,498,XP_021108913.1,1.5,36,510,1,25,25,1
naked mole rat,SRR5517366,cerebellum,Prdm12,7,XP_004849163.1,1.5,36,510,0,25,2,0.08
naked mole rat,SRR5517366,cerebellum,Sox3,19,XP_004862358.1,1.5,36,510,0,25,3,0.12
naked mole rat,SRR5517366,cerebellum,Tbx1,16,XP_021112709.1,1.5,36,510,0,25,2,0.08
naked mole rat,SRR5517367,pituitary,Comp,14,XP_004873449.2,1.5,31,360,0,26,10,0.384615384615385
naked mole rat,SRR5517367,pituitary,Foxl2,85,XP_004834389.1,1.5,31,360,1,26,26,1
naked mole rat,SRR5517367,pituitary,Ppp2r2a,150,XP_021116966.1,1.5,31,360,1,26,26,1
naked mole rat,SRR5517367,pituitary,Ppp2r2b,304,XP_004854409.1,1.5,31,360,1,26,26,1
naked mole rat,SRR5517367,pituitary,Ppp2r2c,297,XP_004847376.1,1.5,31,360,1,26,26,1
naked mole rat,SRR5517367,pituitary,Ppp2r2d,304,XP_021108913.1,1.5,31,360,1,26,26,1
naked mole rat,SRR5517367,pituitary,Prdm12,3,XP_004849163.1,1.5,31,360,0,26,2,0.0769230769230769
naked mole rat,SRR5517367,pituitary,Sox3,43,XP_004862358.1,1.5,31,360,1,26,22,0.846153846153846
naked mole rat,SRR5517367,pituitary,Tbx1,11,XP_021112709.1,1.5,31,360,0,26,15,0.576923076923077
naked mole rat,SRR5517368,cerebellum,Comp,372,XP_004873449.2,1.5,35,531,1,25,25,1
naked mole rat,SRR5517368,cerebellum,Foxl2,4,XP_004834389.1,1.5,35,531,0,25,2,0.08
naked mole rat,SRR5517368,cerebellum,Ppp2r2a,254,XP_021116966.1,1.5,35,531,1,25,25,1
naked mole rat,SRR5517368,cerebellum,Ppp2r2b,447,XP_004854409.1,1.5,35,531,1,25,25,1
naked mole rat,SRR5517368,cerebellum,Ppp2r2c,2469,XP_004847376.1,1.5,35,531,1,25,25,1
naked mole rat,SRR5517368,cerebellum,Ppp2r2d,508,XP_021108913.1,1.5,35,531,1,25,25,1
naked mole rat,SRR5517368,cerebellum,Prdm12,4,XP_004849163.1,1.5,35,531,0,25,2,0.08
naked mole rat,SRR5517368,cerebellum,Sox3,19,XP_004862358.1,1.5,35,531,0,25,3,0.12
naked mole rat,SRR5517368,cerebellum,Tbx1,8,XP_021112709.1,1.5,35,531,0,25,2,0.08
naked mole rat,SRR5517369,pituitary,Comp,31,XP_004873449.2,1.5,43,508,0,26,10,0.384615384615385
naked mole rat,SRR5517369,pituitary,Foxl2,130,XP_004834389.1,1.5,43,508,1,26,26,1
naked mole rat,SRR5517369,pituitary,Ppp2r2a,233,XP_021116966.1,1.5,43,508,1,26,26,1
naked mole rat,SRR5517369,pituitary,Ppp2r2b,401,XP_004854409.1,1.5,43,508,1,26,26,1
naked mole rat,SRR5517369,pituitary,Ppp2r2c,498,XP_004847376.1,1.5,43,508,1,26,26,1
naked mole rat,SRR5517369,pituitary,Ppp2r2d,457,XP_021108913.1,1.5,43,508,1,26,26,1
naked mole rat,SRR5517369,pituitary,Prdm12,0,XP_004849163.1,1.5,43,508,0,26,2,0.0769230769230769
naked mole rat,SRR5517369,pituitary,Sox3,125,XP_004862358.1,1.5,43,508,1,26,22,0.846153846153846
naked mole rat,SRR5517369,pituitary,Tbx1,25,XP_021112709.1,1.5,43,508,0,26,15,0.576923076923077
naked mole rat,SRR5517370,hypothalamus,Comp,79,XP_004873449.2,1.5,42,538,1,30,15,0.5
naked mole rat,SRR5517370,hypothalamus,Foxl2,6,XP_004834389.1,1.5,42,538,0,30,2,0.0666666666666667
naked mole rat,SRR5517370,hypothalamus,Ppp2r2a,293,XP_021116966.1,1.5,42,538,1,30,30,1
naked mole rat,SRR5517370,hypothalamus,Ppp2r2b,938,XP_004854409.1,1.5,42,538,1,30,30,1
naked mole rat,SRR5517370,hypothalamus,Ppp2r2c,2305,XP_004847376.1,1.5,42,538,1,30,30,1
naked mole rat,SRR5517370,hypothalamus,Ppp2r2d,457,XP_021108913.1,1.5,42,538,1,30,30,1
naked mole rat,SRR5517370,hypothalamus,Prdm12,42,XP_004849163.1,1.5,42,538,1,30,11,0.366666666666667
naked mole rat,SRR5517370,hypothalamus,Sox3,121,XP_004862358.1,1.5,42,538,1,30,30,1
naked mole rat,SRR5517370,hypothalamus,Tbx1,11,XP_021112709.1,1.5,42,538,0,30,2,0.0666666666666667
naked mole rat,SRR5517371,cerebellum,Comp,399,XP_004873449.2,1.5,40,591,1,25,25,1
naked mole rat,SRR5517371,cerebellum,Foxl2,6,XP_004834389.1,1.5,40,591,0,25,2,0.08
naked mole rat,SRR5517371,cerebellum,Ppp2r2a,266,XP_021116966.1,1.5,40,591,1,25,25,1
naked mole rat,SRR5517371,cerebellum,Ppp2r2b,440,XP_004854409.1,1.5,40,591,1,25,25,1
naked mole rat,SRR5517371,cerebellum,Ppp2r2c,2785,XP_004847376.1,1.5,40,591,1,25,25,1
naked mole rat,SRR5517371,cerebellum,Ppp2r2d,631,XP_021108913.1,1.5,40,591,1,25,25,1
naked mole rat,SRR5517371,cerebellum,Prdm12,6,XP_004849163.1,1.5,40,591,0,25,2,0.08
naked mole rat,SRR5517371,cerebellum,Sox3,9,XP_004862358.1,1.5,40,591,0,25,3,0.12
naked mole rat,SRR5517371,cerebellum,Tbx1,11,XP_021112709.1,1.5,40,591,0,25,2,0.08
naked mole rat,SRR5517372,cerebellum,Comp,447,XP_004873449.2,1.5,36,558,1,25,25,1
naked mole rat,SRR5517372,cerebellum,Foxl2,4,XP_004834389.1,1.5,36,558,0,25,2,0.08
naked mole rat,SRR5517372,cerebellum,Ppp2r2a,282,XP_021116966.1,1.5,36,558,1,25,25,1
naked mole rat,SRR5517372,cerebellum,Ppp2r2b,443,XP_004854409.1,1.5,36,558,1,25,25,1
naked mole rat,SRR5517372,cerebellum,Ppp2r2c,3046,XP_004847376.1,1.5,36,558,1,25,25,1
naked mole rat,SRR5517372,cerebellum,Ppp2r2d,594,XP_021108913.1,1.5,36,558,1,25,25,1
naked mole rat,SRR5517372,cerebellum,Prdm12,12,XP_004849163.1,1.5,36,558,0,25,2,0.08
naked mole rat,SRR5517372,cerebellum,Sox3,16,XP_004862358.1,1.5,36,558,0,25,3,0.12
naked mole rat,SRR5517372,cerebellum,Tbx1,6,XP_021112709.1,1.5,36,558,0,25,2,0.08
naked mole rat,SRR5517414,hypothalamus,Comp,10,XP_004873449.2,0,13,165,0,30,15,0.5
naked mole rat,SRR5517414,hypothalamus,Foxl2,5,XP_004834389.1,0,13,165,0,30,2,0.0666666666666667
naked mole rat,SRR5517414,hypothalamus,Ppp2r2a,75,XP_021116966.1,0,13,165,1,30,30,1
naked mole rat,SRR5517414,hypothalamus,Ppp2r2b,267,XP_004854409.1,0,13,165,1,30,30,1
